customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_probability,predicted_churn,risk_category,cluster,segment_name,pca_1,pca_2,strategic_group,value_at_risk,actionable_value_at_risk,priority_percentile,retention_priority,retention_rank
4716-HHKQH,1,United States,California,Pomona,91767,"34.083086, -117.737997",34.083086,-117.737997,Male,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,No,0,65,5328,Attitude of support person,0.6373032602619312,1,Medium,0,Established High-Value,-2.5321850142128755,1.0028462205413455,Standard,3395.5517706755695,3395.5517706755695,0.949879312792844,Critical,354
8263-JQAIK,1,United States,California,Palmdale,93591,"34.598221, -117.79593",34.598221,-117.79593,Male,Yes,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,47.5,Yes,1,77,5573,Competitor offered more data,0.6092478868638479,1,Medium,3,Mid-Tenure Moderate-Risk,-1.8553832443416616,-4.505138267821626,Standard,3395.3384734922242,3395.3384734922242,0.9497373278432486,Critical,355
4910-GMJOT,1,United States,California,San Francisco,94129,"37.797526, -122.464531",37.797526,-122.464531,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,94.6,Yes,1,96,4033,Don't know,0.8418350440436323,1,High,2,New High-Risk,-2.5196766875594845,-2.0128759160965,High Risk,3395.120732627969,3395.120732627969,0.9495953428936533,Critical,356
9692-TUSXH,1,United States,California,Los Angeles,90041,"34.137412, -118.207607",34.137412,-118.207607,Female,No,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Yes,1,97,5581,Competitor offered higher download speeds,0.6079970004230275,1,Medium,2,New High-Risk,-2.092407190321889,-1.24985198249271,Standard,3393.2312593609167,3393.2312593609167,0.9494533579440579,Critical,357
8276-MQBYC,1,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843,Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4913.3,Yes,1,81,6204,Long distance charges,0.5469268683474289,1,Medium,0,Established High-Value,-3.277488798057872,0.3706335481650541,Standard,3393.1342912274486,3393.1342912274486,0.9493113729944626,Critical,358
3070-DVEYC,1,United States,California,Williams,95987,"39.117537, -122.284654",39.117537,-122.284654,Male,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,Yes,1,84,5638,Lack of self-service on Website,0.6015658068866687,1,Medium,2,New High-Risk,-1.6839160959966044,-3.2567297620650715,Standard,3391.6280192270383,3391.6280192270383,0.9491693880448673,Critical,359
4290-BSXUX,1,United States,California,Fields Landing,95537,"40.726949, -124.217378",40.726949,-124.217378,Male,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Yes,1,87,5036,Competitor offered more data,0.6730436447121956,1,Medium,2,New High-Risk,-1.93071120004144,-1.3078092699041275,Standard,3389.447794770617,3389.447794770617,0.9490274030952719,Critical,360
4659-NZRUF,1,United States,California,Oakland,94609,"37.834341, -122.26437",37.834341,-122.26437,Female,No,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,1789.25,Yes,1,78,5830,Long distance charges,0.5811766789451676,1,Medium,2,New High-Risk,-2.4140283936321825,-0.640564645143501,Standard,3388.260038250327,3388.260038250327,0.9488854181456765,Critical,361
2235-DWLJU,1,United States,California,Thousand Palms,92276,"33.849263, -116.382778",33.849263,-116.382778,Female,Yes,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.4,263.05,No,0,71,4611,Attitude of support person,0.7347584699929371,1,High,3,Mid-Tenure Moderate-Risk,-2.659936764436152,-3.02435665571414,High Risk,3387.9713051374333,3387.9713051374333,0.9487434331960812,Critical,362
8634-MPHTR,1,United States,California,Forbestown,95941,"39.531028, -121.24807",39.531028,-121.24807,Male,Yes,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,Yes,1,91,5166,Lack of self-service on Website,0.6539273375995771,1,Medium,0,Established High-Value,-3.2821312592815084,1.0131163933283205,Standard,3378.1886260394153,3378.1886260394153,0.9486014482464858,Critical,363
6330-JKLPC,1,United States,California,Somis,93066,"34.297628, -119.014627",34.297628,-119.014627,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,Yes,1,75,5119,Product dissatisfaction,0.6586525715063914,1,Medium,2,New High-Risk,-2.084398000610354,-1.136483801283086,Standard,3371.642513541218,3371.642513541218,0.9484594632968906,Critical,364
3797-VTIDR,1,United States,California,San Jose,95121,"37.304681, -121.809955",37.304681,-121.809955,Male,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,23.45,Yes,1,90,4517,Price too high,0.7464091546862145,1,High,3,Mid-Tenure Moderate-Risk,-1.9072136303029503,-3.779340355102703,High Risk,3371.530151717631,3371.530151717631,0.9483174783472952,Critical,365
2276-YDAVZ,1,United States,California,Wofford Heights,93285,"35.690535, -118.552784",35.690535,-118.552784,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,Yes,1,69,4965,Competitor offered higher download speeds,0.6780701325228232,1,Medium,2,New High-Risk,-2.018990737717896,-2.9193769744847176,Standard,3366.6182079758173,3366.6182079758173,0.9481754933976998,Critical,366
6923-JHPMP,1,United States,California,Templeton,93465,"35.536115, -120.739231",35.536115,-120.739231,Female,No,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,No,0,67,5602,Attitude of support person,0.600641434252551,1,Medium,2,New High-Risk,-1.709482958762641,-2.413455108832358,Standard,3364.793314682791,3364.793314682791,0.9480335084481045,Critical,367
7044-YAACC,1,United States,California,Napa,94559,"38.232389, -122.324944",38.232389,-122.324944,Male,Yes,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,No,0,53,4444,Attitude of support person,0.756520600992301,1,High,2,New High-Risk,-2.219419324463749,-3.3594489525832323,High Risk,3361.9775508097855,3361.9775508097855,0.9478915234985091,Critical,368
5835-BEQEU,1,United States,California,Westley,95387,"37.546007, -121.28257",37.546007,-121.28257,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,228.4,Yes,1,92,4428,Don't know,0.7565423097974316,1,High,2,New High-Risk,-2.2543726568626696,-3.482123910737747,High Risk,3349.9693477830274,3349.9693477830274,0.9477495385489139,Critical,369
8063-GBATB,1,United States,California,Cobb,95426,"38.838088, -122.73203",38.838088,-122.73203,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,Yes,1,80,5172,Competitor had better devices,0.6475280932022572,1,Medium,2,New High-Risk,-2.959332062957812,-2.097734292137305,Standard,3349.0152980420744,3349.0152980420744,0.9476075535993185,Critical,370
9898-KZQDZ,1,United States,California,Lee Vining,93541,"37.890145, -119.184087",37.890145,-119.184087,Female,Yes,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.55,3640.45,Yes,1,95,5676,Competitor offered higher download speeds,0.5896174628553474,1,Medium,2,New High-Risk,-2.9616432354333404,0.4417965289396951,Standard,3346.668719166952,3346.668719166952,0.9474655686497231,Critical,371
8816-VXNZD,1,United States,California,Coronado,92118,"32.68674, -117.186612",32.68674,-117.186612,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,Yes,1,83,4335,Lack of self-service on Website,0.7719516327359712,1,High,2,New High-Risk,-2.2287307385919783,-3.551503704613131,High Risk,3346.410327910435,3346.410327910435,0.9473235837001278,Critical,372
4077-CROMM,1,United States,California,Modesto,95350,"37.671806, -121.007575",37.671806,-121.007575,Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,3243.45,Yes,1,68,5000,Product dissatisfaction,0.6687307385462306,1,Medium,0,Established High-Value,-2.652607469059213,1.439850820437416,Standard,3343.6536927311527,3343.6536927311527,0.9471815987505324,Critical,373
6457-USBER,1,United States,California,Los Angeles,90014,"34.043144, -118.251977",34.043144,-118.251977,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,80.8,Yes,1,82,4424,Moved,0.7557390160281853,1,High,2,New High-Risk,-1.930861554978077,-3.349011432235878,High Risk,3343.389406908692,3343.389406908692,0.9470396138009372,Critical,374
6567-HOOPW,1,United States,California,Folsom,95630,"38.672638, -121.147403",38.672638,-121.147403,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,79.2,Yes,1,76,4363,Competitor made better offer,0.7662803141764002,1,High,2,New High-Risk,-2.3443651771356406,-3.4837515300636768,High Risk,3343.281010751634,3343.281010751634,0.9468976288513418,Critical,375
1100-DDVRV,1,United States,California,Twain Harte,95383,"38.107441, -120.230625",38.107441,-120.230625,Male,No,Yes,No,17,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,No,0,24,5575,Attitude of support person,0.5988860653679342,1,Medium,3,Mid-Tenure Moderate-Risk,-1.7950446603656791,-0.9260822452185188,Standard,3338.789814426233,3338.789814426233,0.9467556439017464,Critical,376
7245-NIIWQ,1,United States,California,Fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,No,0,40,4764,Attitude of support person,0.7001654081120507,1,High,2,New High-Risk,-1.7840901033943943,-4.056350445566089,High Risk,3335.5880042458098,3335.5880042458098,0.9466136589521511,Critical,377
0139-IVFJG,1,United States,California,Inyokern,93527,"36.041315, -118.188235",36.041315,-118.188235,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,No,0,29,5361,Attitude of support person,0.6209459772603497,1,Medium,2,New High-Risk,-1.348031835798466,-0.9000509935120466,Standard,3328.891384092735,3328.891384092735,0.9464716740025557,Critical,378
5183-SNMJQ,1,United States,California,Frazier Park,93225,"34.827662, -118.999073",34.827662,-118.999073,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.1,865.1,No,0,33,5787,Attitude of support person,0.5748409842281521,1,Medium,2,New High-Risk,-1.816938457671008,-0.8735743108228458,Standard,3326.6047757283163,3326.6047757283163,0.9463296890529603,Critical,379
5655-JSMZM,1,United States,California,Coalinga,93210,"36.186867, -120.387793",36.186867,-120.387793,Male,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,4718.25,Yes,1,74,5904,Competitor offered higher download speeds,0.5629689170087969,1,Medium,2,New High-Risk,-3.2707728769809177,-0.567342067856432,Standard,3323.768486019937,3323.768486019937,0.9461877041033651,Critical,380
5196-SGOAK,1,United States,California,Caliente,93518,"35.358953, -118.527064",35.358953,-118.527064,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,Yes,1,93,4884,Attitude of support person,0.6800267057175691,1,Medium,2,New High-Risk,-1.7991004466517813,-3.338924376035856,Standard,3321.250430724607,3321.250430724607,0.9460457191537697,Critical,381
3249-ZPQRG,1,United States,California,Diamond Springs,95619,"38.683605, -120.811852",38.683605,-120.811852,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,330.05,Yes,1,67,5048,Competitor made better offer,0.6571476148489532,1,Medium,2,New High-Risk,-1.749041636306074,-2.605217091660563,Standard,3317.281159757516,3317.281159757516,0.9459037342041744,Critical,382
6712-OAWRH,1,United States,California,San Bernardino,92408,"34.084909, -117.258107",34.084909,-117.258107,Female,Yes,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,Yes,1,76,5154,Competitor offered higher download speeds,0.6429543362991899,1,Medium,2,New High-Risk,-2.662200826870495,-1.9176871346093456,Standard,3313.7866492860244,3313.7866492860244,0.945761749254579,Critical,383
8617-ENBDS,1,United States,California,Helendale,92342,"34.757783, -117.33997",34.757783,-117.33997,Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,232.5,No,0,53,5510,Attitude of support person,0.6014031469732767,1,Medium,2,New High-Risk,-1.5740174824423987,-2.6056474538217054,Standard,3313.7313398227543,3313.7313398227543,0.9456197643049836,Critical,384
3934-HXCFZ,1,United States,California,Pinecrest,95364,"38.224869, -119.755729",38.224869,-119.755729,Male,No,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,1,76,5338,Service dissatisfaction,0.6204269890138316,1,Medium,0,Established High-Value,-2.4441863873681258,1.0842619058959602,Standard,3311.8392673558333,3311.8392673558333,0.9454777793553883,Critical,385
4795-KTRTH,1,United States,California,San Diego,92122,"32.85723, -117.209774",32.85723,-117.209774,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,Yes,1,99,4287,Product dissatisfaction,0.7724786176668955,1,High,2,New High-Risk,-2.700648313342153,-2.002432663330464,High Risk,3311.6158339379813,3311.6158339379813,0.945335794405793,Critical,386
2959-MJHIC,1,United States,California,Hinkley,92347,"34.983808, -117.239306",34.983808,-117.239306,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,Yes,1,65,4167,Product dissatisfaction,0.7938133460663657,1,High,2,New High-Risk,-1.9363035365040453,-2.489827416045741,High Risk,3307.8202130585455,3307.8202130585455,0.9451938094561977,Critical,387
7817-BOQPW,1,United States,California,Rio Dell,95562,"40.485849, -124.163234",40.485849,-124.163234,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes,1,77,4320,Competitor made better offer,0.7651346036010278,1,High,2,New High-Risk,-2.238127229265502,-3.524765001440924,High Risk,3305.3814875564403,3305.3814875564403,0.9450518245066023,Critical,388
7801-KICAO,1,United States,California,Pasadena,91103,"34.167465, -118.165327",34.167465,-118.165327,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,No,0,73,5033,Attitude of support person,0.6566117143718027,1,Medium,2,New High-Risk,-2.310147974740534,-3.053592549092248,Standard,3304.7267584332826,3304.7267584332826,0.9449098395570069,Critical,389
4647-MUZON,1,United States,California,Port Hueneme,93041,"34.110124, -119.100972",34.110124,-119.100972,Female,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,No,0,20,5009,Attitude of support person,0.6589205154228409,1,Medium,2,New High-Risk,-1.9807403164048951,0.1634901269706878,Standard,3300.53286175301,3300.53286175301,0.9447678546074116,Critical,390
6993-OHLXR,1,United States,California,Walnut Creek,94596,"37.900662, -122.052782",37.900662,-122.052782,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,Yes,1,84,5225,Competitor offered more data,0.6314416943921287,1,Medium,2,New High-Risk,-1.270992246900645,-3.984388131758384,Standard,3299.2828531988725,3299.2828531988725,0.9446258696578163,Critical,391
6161-UUUTA,1,United States,California,Stockton,95206,"37.902422, -121.440029",37.902422,-121.440029,Male,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes,1,97,4367,Price too high,0.7553339704461565,1,High,2,New High-Risk,-2.361735418816395,-3.426921429917245,High Risk,3298.543448938365,3298.543448938365,0.944483884708221,Critical,392
4529-CKBCL,1,United States,California,Ventura,93001,"34.360261, -119.306383",34.360261,-119.306383,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,Yes,1,85,4381,Attitude of service provider,0.752768504994747,1,High,2,New High-Risk,-1.926819076311864,-3.3391647022502275,High Risk,3297.8788203819868,3297.8788203819868,0.9443418997586256,Critical,393
9809-IMGCQ,1,United States,California,Canyon Dam,95923,"40.171312, -121.120605",40.171312,-121.120605,Male,Yes,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,2082.95,Yes,1,93,4458,Competitor made better offer,0.7388008229691037,1,High,2,New High-Risk,-3.097047975509419,-1.4939389772532887,High Risk,3293.574068796264,3293.574068796264,0.9441999148090302,Critical,394
2955-BJZHG,1,United States,California,Apple Valley,92308,"34.424926, -117.184503",34.424926,-117.184503,Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,Yes,1,77,5174,Attitude of service provider,0.6364829432694081,1,Medium,2,New High-Risk,-1.5146377646714029,-1.983524814832208,Standard,3293.162748475918,3293.162748475918,0.9440579298594349,Critical,395
1965-DDBWU,1,United States,California,Twentynine Palms,92277,"34.17211, -115.769773",34.17211,-115.769773,Male,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,Yes,1,87,5953,Competitor made better offer,0.5525184582377906,1,Medium,2,New High-Risk,-2.154625365400947,-0.8743644048724197,Standard,3289.1423818895673,3289.1423818895673,0.9439159449098395,Critical,396
7240-ETPTR,1,United States,California,Pope Valley,94567,"38.672708, -122.403219",38.672708,-122.403219,Female,No,Yes,No,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.75,442.2,Yes,1,97,4359,Lack of affordable download/upload speed,0.7544927255966486,1,High,3,Mid-Tenure Moderate-Risk,-2.253951355790476,-1.1928916768619713,High Risk,3288.8337908757912,3288.8337908757912,0.9437739599602443,Critical,397
3550-SAHFP,1,United States,California,Saint Helena,94574,"38.581354, -122.296283",38.581354,-122.296283,Female,No,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.35,2757.85,Yes,1,66,5456,Price too high,0.6026113580906834,1,Medium,2,New High-Risk,-2.546710247866304,-1.8064843284973089,Standard,3287.847569742769,3287.847569742769,0.9436319750106489,Critical,398
9430-FRQOC,1,United States,California,San Diego,92106,"32.71346, -117.236378",32.71346,-117.236378,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,1,80,5587,Competitor offered higher download speeds,0.5880106901031701,1,Medium,2,New High-Risk,-1.70175304788514,-1.598315382544342,Standard,3285.215725606411,3285.215725606411,0.9434899900610535,Critical,399
2034-GDRCN,1,United States,California,Valley Center,92082,"33.25283, -116.986079",33.25283,-116.986079,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,Yes,1,76,4157,Don't know,0.7896845963507046,1,High,2,New High-Risk,-2.07780133824476,-2.5729724543799444,High Risk,3282.718867029879,3282.718867029879,0.9433480051114582,Critical,400
3519-ZKXGG,1,United States,California,San Francisco,94123,"37.800254, -122.436975",37.800254,-122.436975,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,1,79,4062,Competitor offered more data,0.8077103917149412,1,High,2,New High-Risk,-2.2437640216714243,-2.7041414261222605,High Risk,3280.919611146091,3280.919611146091,0.9432060201618628,Critical,401
3138-BKYAV,1,United States,California,Kerman,93630,"36.727418, -120.123526",36.727418,-120.123526,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,Yes,1,75,4694,Attitude of service provider,0.69873642316021,1,Medium,2,New High-Risk,-1.9683318898526208,-2.451767594905299,Standard,3279.868770314026,3279.868770314026,0.9430640352122674,Critical,402
0378-TOVMS,1,United States,California,Vernalis,95385,"37.609095, -121.263381",37.609095,-121.263381,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,1,89,5641,Extra data charges,0.5814194022725321,1,Medium,2,New High-Risk,-1.3594715940742668,-2.3092539530907508,Standard,3279.7868482193535,3279.7868482193535,0.9429220502626722,Critical,403
5276-KQWHG,1,United States,California,Woody,93287,"35.710244, -118.881679",35.710244,-118.881679,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,131.65,Yes,1,74,4596,Extra data charges,0.7128651550134312,1,High,2,New High-Risk,-2.2066033204181976,-4.216959454050349,High Risk,3276.3282524417295,3276.3282524417295,0.9427800653130768,Critical,404
1010-DIAUQ,1,United States,California,San Diego,92116,"32.765299, -117.122565",32.765299,-117.122565,Male,No,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes,1,98,5383,Price too high,0.608484350991736,1,Medium,2,New High-Risk,-1.4096446737490358,-0.931584096539824,Standard,3275.471261388515,3275.471261388515,0.9426380803634815,Critical,405
2845-AFFTX,1,United States,California,Westport,95488,"39.724433, -123.767578",39.724433,-123.767578,Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4259.3,Yes,1,76,4726,Product dissatisfaction,0.6923880113525884,1,Medium,0,Established High-Value,-3.238394129097422,0.7866447175902913,Standard,3272.225741652333,3272.225741652333,0.9424960954138861,Critical,406
7120-RFMVS,1,United States,California,Isleton,95641,"38.154823, -121.601358",38.154823,-121.601358,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,Yes,1,73,4340,Price too high,0.7537601729723393,1,High,2,New High-Risk,-1.8670701835541084,-2.7242554030960164,High Risk,3271.319150699953,3271.319150699953,0.9423541104642907,Critical,407
4369-HTUIF,1,United States,California,Pismo Beach,93449,"35.165668, -120.655842",35.165668,-120.655842,Male,Yes,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,Yes,1,90,5831,Attitude of service provider,0.5605527449083694,1,Medium,2,New High-Risk,-2.0675142428681976,-1.9768303656472388,Standard,3268.5830555607017,3268.5830555607017,0.9422121255146955,Critical,408
1028-FFNJK,1,United States,California,Burbank,91504,"34.213049, -118.317651",34.213049,-118.317651,Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,No,0,73,4828,Attitude of support person,0.6769684788128468,1,Medium,2,New High-Risk,-3.061754270629622,0.3936770418920624,Standard,3268.4038157084246,3268.4038157084246,0.9420701405651001,Critical,409
4713-LZDRV,1,United States,California,Malibu,90263,"34.037037, -118.705803",34.037037,-118.705803,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,Yes,1,94,4322,Long distance charges,0.756101950191838,1,High,2,New High-Risk,-2.3579231410025843,-3.452195230845498,High Risk,3267.872628729124,3267.872628729124,0.9419281556155048,Critical,410
1335-NTIUC,1,United States,California,Pacoima,91331,"34.255442, -118.421314",34.255442,-118.421314,Male,No,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,No,0,24,5473,Attitude of support person,0.59685632201318,1,Medium,3,Mid-Tenure Moderate-Risk,-1.9424365624936148,-4.343133409767062,Standard,3266.594650378134,3266.594650378134,0.9417861706659094,Critical,411
4603-JANFB,1,United States,California,Glencoe,95232,"38.358464, -120.579304",38.358464,-120.579304,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,1,97,4548,Poor expertise of online support,0.7180471909297844,1,High,2,New High-Risk,-1.7738032052601829,-4.129807895293125,High Risk,3265.6786243486595,3265.6786243486595,0.941644185716314,Critical,412
0375-HVGXO,1,United States,California,Los Angeles,90045,"33.954017, -118.402447",33.954017,-118.402447,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.7,34.7,Yes,1,81,4476,Don't know,0.7290416035271596,1,High,3,Mid-Tenure Moderate-Risk,-2.064772578962219,-3.8171962104983455,High Risk,3263.1902173875665,3263.1902173875665,0.9415022007667188,Critical,413
7979-CORPM,1,United States,California,Oakdale,95361,"37.785033, -120.776141",37.785033,-120.776141,Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes,1,67,5927,Don't know,0.550173091197799,1,Medium,2,New High-Risk,-2.319867073670199,-0.6920062105161131,Standard,3260.8759115293547,3260.8759115293547,0.9413602158171234,Critical,414
4060-LDNLU,1,United States,California,Diamond Bar,91765,"33.992416, -117.807874",33.992416,-117.807874,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,No,0,38,4329,Attitude of support person,0.7530906376943433,1,High,2,New High-Risk,-2.066000183239101,-1.7662493070566945,High Risk,3260.129370578812,3260.129370578812,0.9412182308675281,Critical,415
0511-JTEOY,1,United States,California,Canyon Dam,95923,"40.171312, -121.120605",40.171312,-121.120605,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,Yes,1,98,5824,Competitor made better offer,0.5594996573961631,1,Medium,2,New High-Risk,-0.7885576648970153,-3.860722628721232,Standard,3258.526004675254,3258.526004675254,0.9410762459179327,Critical,416
8785-CJSHH,1,United States,California,West Sacramento,95691,"38.627951, -121.593287",38.627951,-121.593287,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,No,0,38,6213,Attitude of support person,0.5241588502616565,1,Medium,0,Established High-Value,-2.925552851571484,1.4800996307897922,Standard,3256.598936675672,3256.598936675672,0.9409342609683373,Critical,417
