customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_probability,predicted_churn,risk_category,cluster,segment_name,pca_1,pca_2,strategic_group,value_at_risk,actionable_value_at_risk,priority_percentile,retention_priority,retention_rank
8617-ENBDS,1,United States,California,Helendale,92342,"34.757783, -117.33997",34.757783,-117.33997,Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,232.5,No,0,53,5510,Attitude of support person,0.6014031469732767,1,Medium,2,New High-Risk,-1.5740174824423987,-2.6056474538217054,Standard,3313.7313398227543,3313.7313398227543,0.9456197643049836,Critical,384
5857-TYBCJ,1,United States,California,Dixon,95620,"38.392821, -121.799917",38.392821,-121.799917,Male,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,4040.2,No,0,36,2925,Attitude of support person,0.6013485131808187,1,Medium,2,New High-Risk,-3.0624606218397963,-0.2280195048719982,Standard,1758.9444010538948,1758.9444010538948,0.7484026693170523,Medium,1773
0612-RTZZA,1,United States,California,Vista,92084,"33.22784, -117.200024",33.22784,-117.200024,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,Yes,1,87,4628,Price too high,0.601031992693193,1,Medium,3,Mid-Tenure Moderate-Risk,-1.8500220433176755,-4.655152237089816,Standard,2781.576062184097,2781.576062184097,0.9001845804344739,Critical,704
8949-JTMAY,1,United States,California,Mc Kittrick,93251,"35.38381, -119.730885",35.38381,-119.730885,Female,No,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,Yes,1,72,5144,Attitude of support person,0.601014606508619,1,Medium,2,New High-Risk,-2.492477283330729,0.2672672354508713,Standard,3091.619135880336,3091.619135880336,0.9274456907567797,Critical,512
0529-ONKER,1,United States,California,Forest Ranch,95942,"40.077028, -121.494168",40.077028,-121.494168,Male,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,Yes,1,96,2099,Competitor offered higher download speeds,0.6008571039067571,1,Medium,2,New High-Risk,-2.215902313566506,-3.56458685214495,Standard,1261.199061100283,1261.199061100283,0.6349566945903734,Medium,2572
4741-WWJQZ,1,United States,California,Forestville,95436,"38.499302, -122.92444",38.499302,-122.92444,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.15,194.55,No,0,26,5251,Attitude of support person,0.6007659894771791,1,Medium,2,New High-Risk,-1.5993488799826237,-1.6983235595220745,Standard,3154.6222107446674,3154.6222107446674,0.9328411188414029,Critical,474
6923-JHPMP,1,United States,California,Templeton,93465,"35.536115, -120.739231",35.536115,-120.739231,Female,No,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,No,0,67,5602,Attitude of support person,0.600641434252551,1,Medium,2,New High-Risk,-1.709482958762641,-2.413455108832358,Standard,3364.793314682791,3364.793314682791,0.9480335084481045,Critical,367
9167-APMXZ,1,United States,California,Long Beach,90810,"33.819814, -118.222416",33.819814,-118.222416,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,0,32,3549,Attitude of support person,0.600136311730795,1,Medium,2,New High-Risk,-2.254716416277056,-1.8449958225321643,Standard,2129.883770332591,2129.883770332591,0.8125798665341474,High,1321
0958-YHXGP,1,United States,California,Oakland,94621,"37.750553, -122.197175",37.750553,-122.197175,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,No,0,80,4562,Attitude of support person,0.59985922668752,1,Medium,2,New High-Risk,-1.3027793961120648,-3.927335286391034,Standard,2736.5577921484664,2736.5577921484664,0.8953570921482323,High,738
0674-EYYZV,1,United States,California,Los Angeles,90065,"34.108833, -118.229715",34.108833,-118.229715,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.65,54.65,No,0,74,5882,Attitude of support person,0.5997596847469711,1,Medium,2,New High-Risk,-1.558578491570071,-3.353073292209577,Standard,3527.7864656816837,3527.7864656816837,0.9596762743149226,Critical,285
2041-JIJCI,1,United States,California,Wendel,96136,"40.345949, -120.081187",40.345949,-120.081187,Female,No,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,No,0,75,4421,Attitude of support person,0.5993990206455009,1,Medium,2,New High-Risk,-2.0378035338919696,-2.091970145268545,Standard,2649.9430702737595,2649.9430702737595,0.8832883714326282,High,823
5692-ICXLW,1,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221,Male,Yes,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,No,0,60,3493,Attitude of support person,0.5993541261255285,1,Medium,2,New High-Risk,-2.9985548840686587,-1.438478179743227,Standard,2093.5439625564713,2093.5439625564713,0.8069004685503337,High,1361
7924-GJZFI,1,United States,California,Jackson,95642,"38.336216, -120.76901",38.336216,-120.76901,Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,No,0,50,4442,Attitude of support person,0.5991948603268857,1,Medium,2,New High-Risk,-2.314445146697158,-2.85913350040254,Standard,2661.6235695720266,2661.6235695720266,0.8851341757773676,High,810
1100-DDVRV,1,United States,California,Twain Harte,95383,"38.107441, -120.230625",38.107441,-120.230625,Male,No,Yes,No,17,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,No,0,24,5575,Attitude of support person,0.5988860653679342,1,Medium,3,Mid-Tenure Moderate-Risk,-1.7950446603656791,-0.9260822452185188,Standard,3338.789814426233,3338.789814426233,0.9467556439017464,Critical,376
2984-MIIZL,1,United States,California,Guadalupe,93434,"34.936, -120.594655",34.936,-120.594655,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9,Yes,1,71,5882,Network reliability,0.5987623897237008,1,Medium,2,New High-Risk,-1.5967611483192286,-2.53209616282938,Standard,3521.920376354808,3521.920376354808,0.9592503194661366,Critical,288
9227-LUNBG,1,United States,California,Pescadero,94060,"37.22565, -122.297533",37.22565,-122.297533,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,Yes,1,76,5768,Price too high,0.5985126798167127,1,Medium,3,Mid-Tenure Moderate-Risk,-1.42205255453546,-4.397514025131944,Standard,3452.2211371827993,3452.2211371827993,0.9539968763311089,Critical,325
7881-EVUAD,1,United States,California,Oroville,95966,"39.473896, -121.415927",39.473896,-121.415927,Female,No,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,Yes,1,79,4648,Competitor offered more data,0.5982815536140738,1,Medium,3,Mid-Tenure Moderate-Risk,-1.970927486228776,-2.34208606408498,Standard,2780.8126611982148,2780.8126611982148,0.9000425954848786,Critical,705
4547-KQRTM,1,United States,California,Eldridge,95431,"38.348884, -122.51699",38.348884,-122.51699,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Yes,1,76,3740,Competitor offered higher download speeds,0.5981236814485599,1,Medium,2,New High-Risk,-2.068063093884368,-2.1640871282550025,Standard,2236.982568617614,2236.982568617614,0.8293340905863978,High,1203
9801-GDWGV,1,United States,California,Onyx,93255,"35.676978, -118.101378",35.676978,-118.101378,Female,No,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,3994.45,Yes,1,83,4811,Attitude of service provider,0.5981213147804055,1,Medium,0,Established High-Value,-2.798365011824836,0.758365255559788,Standard,2877.561645408531,2877.561645408531,0.9102655118557433,Critical,633
0772-GYEQQ,1,United States,California,Lodi,95240,"38.123544, -121.159078",38.123544,-121.159078,Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,262.05,Yes,1,93,5202,Competitor offered more data,0.5976895447371282,1,Medium,2,New High-Risk,-1.3560392272788524,-1.507278293190811,Standard,3109.181011722541,3109.181011722541,0.9294334800511146,Critical,498
7240-FQLHE,1,United States,California,San Diego,92114,"32.707892, -117.05512",32.707892,-117.05512,Female,Yes,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.75,1836.25,Yes,1,68,5857,Attitude of support person,0.5975747303198063,1,Medium,0,Established High-Value,-2.259515893324864,0.7323128540171401,Standard,3499.995195483106,3499.995195483106,0.9578304699701832,Critical,298
7595-EUIVN,1,United States,California,Clearlake,95422,"38.965804, -122.631779",38.965804,-122.631779,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,Yes,1,70,3940,Network reliability,0.597322817513965,1,Medium,2,New High-Risk,-1.2900273581569563,-3.417398554664848,Standard,2353.451901005022,2353.451901005022,0.8450944199914809,High,1092
0315-LVCRK,1,United States,California,El Dorado Hills,95762,"38.684437, -121.055634",38.684437,-121.055634,Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,No,0,60,4924,Attitude of support person,0.5972224953698207,1,Medium,2,New High-Risk,-1.495127403115264,-2.1361806710443902,Standard,2940.7235672009974,2940.7235672009974,0.9160868947891524,Critical,592
0875-CABNR,1,United States,California,San Luis Obispo,93401,"35.233745, -120.626442",35.233745,-120.626442,Female,Yes,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.6,865.55,Yes,1,94,3320,Attitude of support person,0.5970741734142304,1,Medium,2,New High-Risk,-2.1882915033865906,-2.0198690172317977,Standard,1982.286255735245,1982.286255735245,0.7888683799517251,High,1488
5569-OUICF,1,United States,California,Santee,92071,"32.847336, -116.997605",32.847336,-116.997605,Female,Yes,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,Yes,1,68,4994,Competitor offered more data,0.5970155856905502,1,Medium,0,Established High-Value,-2.8273541447136243,0.8680318826471731,Standard,2981.495834938608,2981.495834938608,0.9199204884282266,Critical,565
2959-FENLU,1,United States,California,Los Gatos,95033,"37.160194, -121.945611",37.160194,-121.945611,Female,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,No,0,28,5850,Attitude of support person,0.5969999701407219,1,Medium,2,New High-Risk,-1.7749200938425982,-1.6035682777528957,Standard,3492.449825323223,3492.449825323223,0.9572625301718017,Critical,302
2608-BHKFN,1,United States,California,Berkeley,94703,"37.863843, -122.275684",37.863843,-122.275684,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.05,266.9,Yes,1,89,3600,Price too high,0.5969746823152994,1,Medium,2,New High-Risk,-1.5561619320105085,-3.685126830660476,Standard,2149.1088563350777,2149.1088563350777,0.8158455203748403,High,1298
1335-NTIUC,1,United States,California,Pacoima,91331,"34.255442, -118.421314",34.255442,-118.421314,Male,No,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,No,0,24,5473,Attitude of support person,0.59685632201318,1,Medium,3,Mid-Tenure Moderate-Risk,-1.9424365624936148,-4.343133409767062,Standard,3266.594650378134,3266.594650378134,0.9417861706659094,Critical,411
8565-CLBZW,1,United States,California,San Diego,92102,"32.716007, -117.117462",32.716007,-117.117462,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,Yes,1,95,2050,Competitor offered higher download speeds,0.596498433384534,1,Medium,2,New High-Risk,-2.012060726617001,-1.5304823295568368,Standard,1222.8217884382948,1222.8217884382948,0.6248757631691041,Medium,2643
0940-OUQEC,1,United States,California,Winters,95694,"38.578604, -122.024579",38.578604,-122.024579,Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,Yes,1,77,3492,Competitor offered more data,0.5964950097039883,1,Medium,2,New High-Risk,-2.069339605312671,-2.198899315821089,Standard,2082.960573886327,2082.960573886327,0.8046287093568082,High,1377
4195-NZGTA,1,United States,California,Valencia,91354,"34.457005, -118.573726",34.457005,-118.573726,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,0,73,5858,Attitude of support person,0.5959544924042028,1,Medium,3,Mid-Tenure Moderate-Risk,-1.427912211043454,-4.382953198454843,Standard,3491.10141650382,3491.10141650382,0.9569785602726111,Critical,304
3583-EKAPL,1,United States,California,Redlands,92373,"34.003243, -117.138286",34.003243,-117.138286,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,Yes,1,71,4877,Competitor had better devices,0.59582020899774,1,Medium,2,New High-Risk,-1.5581444554326245,-3.4753462985318064,Standard,2905.815159281978,2905.815159281978,0.9131052108476502,Critical,613
9885-AIBVB,1,United States,California,Newcastle,95658,"38.883224, -121.15918",38.883224,-121.15918,Male,No,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,2440.25,No,0,70,2568,Attitude of support person,0.595803867675977,1,Medium,2,New High-Risk,-2.411450308345617,-0.6272164415895947,Standard,1530.024332191909,1530.024332191909,0.6954422831179895,Medium,2146
2080-GKCWQ,1,United States,California,San Pablo,94806,"37.980269, -122.342635",37.980269,-122.342635,Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,151.75,No,0,76,3969,Attitude of support person,0.5956791385288145,1,Medium,2,New High-Risk,-1.288415312422548,-3.3930709444635285,Standard,2364.2505008208645,2364.2505008208645,0.8469402243362204,High,1079
2203-GHNWN,1,United States,California,Julian,92036,"32.980678, -116.262854",32.980678,-116.262854,Female,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,1928.7,No,0,72,3816,Attitude of support person,0.5954488525779047,1,Medium,2,New High-Risk,-1.8619265234149287,-1.298965878545839,Standard,2272.232821437284,2272.232821437284,0.833167684225472,High,1176
3703-KBKZP,1,United States,California,Standish,96128,"40.346634, -120.386422",40.346634,-120.386422,Male,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,No,0,47,5111,Attitude of support person,0.5952567517287628,1,Medium,2,New High-Risk,-2.5154461727227204,-2.7057622368594623,Standard,3042.3572580857067,3042.3572580857067,0.9244640068152776,Critical,533
7718-RXDGG,1,United States,California,Newcastle,95658,"38.883224, -121.15918",38.883224,-121.15918,Male,No,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,No,0,47,3351,Attitude of support person,0.5951266475814307,1,Medium,2,New High-Risk,-1.6025276749847268,-2.633788574537735,Standard,1994.2693960453744,1994.2693960453744,0.7914241090444413,High,1470
6298-QDFNH,1,United States,California,Banning,92220,"33.936298, -116.849577",33.936298,-116.849577,Male,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1730.35,Yes,1,68,4718,Product dissatisfaction,0.5949392476898815,1,Medium,2,New High-Risk,-2.350185667405864,-2.240556442040793,Standard,2806.923370600861,2806.923370600861,0.9035922192247622,Critical,680
3771-PZOBW,1,United States,California,Solvang,93463,"34.624399, -120.137875",34.624399,-120.137875,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.7,1781.35,No,0,77,2927,Attitude of support person,0.5949175417874576,1,Medium,2,New High-Risk,-2.2739278545661867,-1.084973654940606,Standard,1741.3236448118885,1741.3236448118885,0.7448530455771688,Medium,1798
5501-TVMGM,1,United States,California,Canby,96015,"41.486953, -120.913975",41.486953,-120.913975,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,0,49,3255,Attitude of support person,0.594834787238634,1,Medium,2,New High-Risk,-1.5494467352741952,-3.6819975830934135,Standard,1936.1872324617539,1936.1872324617539,0.7804912679255999,High,1547
4547-LYTDD,1,United States,California,North Hollywood,91601,"34.1692, -118.372498",34.1692,-118.372498,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,Yes,1,73,2850,Attitude of support person,0.594784530718272,1,Medium,2,New High-Risk,-1.7699647530375169,-3.3468970652121235,Standard,1695.1359125470751,1695.1359125470751,0.7326423399119694,Medium,1884
5669-SRAIP,1,United States,California,Larkspur,94939,"37.937082, -122.532369",37.937082,-122.532369,Female,No,No,No,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,Yes,1,93,2863,Competitor offered higher download speeds,0.5946661332887689,1,Medium,3,Mid-Tenure Moderate-Risk,-1.5849507419345903,-3.0384568910816587,Standard,1702.5291396057455,1702.5291396057455,0.7339202044583274,Medium,1875
1746-TGTWV,1,United States,California,Whittier,90604,"33.929704, -118.01208",33.929704,-118.01208,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,No,0,70,3514,Attitude of support person,0.5943307468679283,1,Medium,2,New High-Risk,-1.0600029270467888,-2.0352955174896232,Standard,2088.4782444939,2088.4782444939,0.806190543802357,High,1366
3536-IQCTX,1,United States,California,South Pasadena,91030,"34.110444, -118.156957",34.110444,-118.156957,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.3,2661.1,Yes,1,75,2712,Attitude of support person,0.5939621737554488,1,Medium,2,New High-Risk,-2.463776335740876,-1.4234366814956367,Standard,1610.825415224777,1610.825415224777,0.7148942212125514,Medium,2009
3518-PZXZQ,1,United States,California,Castroville,95012,"36.784481, -121.759054",36.784481,-121.759054,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.3,55.3,No,0,37,2849,Attitude of support person,0.5938926931842214,1,Medium,2,New High-Risk,-1.0427331583485275,-2.855052872904978,Standard,1692.000282881847,1692.000282881847,0.7320744001135879,Medium,1888
1658-TJVOA,1,United States,California,Cazadero,95421,"38.578807, -123.19338",38.578807,-123.19338,Female,Yes,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,No,0,79,4716,Attitude of support person,0.5937034761469384,1,Medium,2,New High-Risk,-2.124060980465861,-3.408285838940718,Standard,2799.9055935089614,2799.9055935089614,0.9025983245775948,Critical,687
1194-HVAIF,1,United States,California,Capistrano Beach,92624,"33.458754, -117.665104",33.458754,-117.665104,Female,No,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.0,2462.55,No,0,75,4235,Attitude of support person,0.593578007855168,1,Medium,2,New High-Risk,-1.9458944470163728,0.0707628906178028,Standard,2513.8028632666365,2513.8028632666365,0.8646883430356382,High,954
3671-SHRSP,1,United States,California,Marina,93933,"36.689582, -121.758398",36.689582,-121.758398,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,319.15,Yes,1,86,3080,Competitor offered more data,0.5934667802995119,1,Medium,2,New High-Risk,-1.2169508198148984,-1.7073701392372145,Standard,1827.8776833224968,1827.8776833224968,0.7606133749822519,High,1687
5482-PLVPE,1,United States,California,Daly City,94014,"37.691561, -122.445202",37.691561,-122.445202,Female,Yes,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,Yes,1,72,3278,Competitor had better devices,0.59320614475996,1,Medium,3,Mid-Tenure Moderate-Risk,-1.83561552429198,-4.816195799382305,Standard,1944.529742523149,1944.529742523149,0.783046997018316,High,1529
0376-YMCJC,1,United States,California,Novato,94949,"38.067204, -122.524004",38.067204,-122.524004,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,Yes,1,82,4359,Competitor offered higher download speeds,0.5930936252737623,1,Medium,2,New High-Risk,-2.41275876867124,-1.4068357086257408,Standard,2585.29511256833,2585.29511256833,0.8739173647593355,High,889
5480-TBGPH,1,United States,California,Sacramento,95842,"38.687367, -121.34848",38.687367,-121.34848,Female,No,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,Yes,1,69,4811,Competitor offered more data,0.5930874988036469,1,Medium,0,Established High-Value,-2.024981277536169,1.0533588548455124,Standard,2853.343956744345,2853.343956744345,0.9074258128638364,Critical,653
5666-CYCYZ,1,United States,California,Montebello,90640,"34.015217, -118.109962",34.015217,-118.109962,Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.55,2259.35,No,0,76,5352,Attitude of support person,0.5929186398498606,1,Medium,2,New High-Risk,-2.432544320189177,-1.2207905026103938,Standard,3173.300560476454,3173.300560476454,0.9341189833877609,Critical,465
3196-NVXLZ,1,United States,California,Orange Cove,93646,"36.633498, -119.298895",36.633498,-119.298895,Female,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,2088.05,No,0,23,4874,Attitude of support person,0.5928761686537161,1,Medium,2,New High-Risk,-2.0056758381192403,-2.0269903630750385,Standard,2889.678446018212,2889.678446018212,0.9115433764021014,Critical,624
9540-JYROE,1,United States,California,Bonita,91902,"32.67117, -117.00232",32.67117,-117.00232,Male,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,551.35,Yes,1,75,2899,Competitor offered higher download speeds,0.5928511859352236,1,Medium,2,New High-Risk,-1.2972196810427348,-4.118171206116256,Standard,1718.675588026213,1718.675588026213,0.7374698281982109,Medium,1850
6175-IRFIT,1,United States,California,Bangor,95914,"39.396585, -121.38029",39.396585,-121.38029,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,No,0,66,2610,Attitude of support person,0.5923870323364995,1,Medium,2,New High-Risk,-0.9210138302047004,-3.387153372706704,Standard,1546.1301543982636,1546.1301543982636,0.6991338918074684,Medium,2120
5908-QMGOE,1,United States,California,Fowler,93625,"36.625792, -119.672483",36.625792,-119.672483,Male,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.2,1133.9,Yes,1,80,4553,Lack of self-service on Website,0.5920689283577768,1,Medium,2,New High-Risk,-2.497014697367599,-2.8042775310101145,Standard,2695.689830812958,2695.689830812958,0.8902456339628,High,774
8695-ARGXZ,1,United States,California,Fresno,93722,"36.78979, -119.929894",36.78979,-119.929894,Male,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,2425.4,No,0,22,5381,Attitude of support person,0.5918082677177365,1,Medium,2,New High-Risk,-2.826115116957086,-1.9195459268486432,Standard,3184.5202885891404,3184.5202885891404,0.9355388328837143,Critical,455
7426-RHZGU,1,United States,California,Oakland,94603,"37.739113, -122.175602",37.739113,-122.175602,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,No,0,66,5017,Attitude of support person,0.5917723133990365,1,Medium,2,New High-Risk,-1.8202187979538456,-0.9935097174376392,Standard,2968.921696322966,2968.921696322966,0.9185006389322732,Critical,575
1513-XNPPH,1,United States,California,Los Angeles,90037,"34.002642, -118.287596",34.002642,-118.287596,Female,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,Yes,1,79,5047,Product dissatisfaction,0.5914958505851139,1,Medium,2,New High-Risk,-1.9205866339839857,-1.333827567743631,Standard,2985.27955790307,2985.27955790307,0.9203464432770126,Critical,562
3063-QFSZL,1,United States,California,San Jose,95135,"37.28682, -121.723877",37.28682,-121.723877,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,Yes,1,70,2294,Network reliability,0.5910252792078049,1,Medium,2,New High-Risk,-1.5443087540643583,-3.8044252453534657,Standard,1355.8119905027045,1355.8119905027045,0.6586681811727957,Medium,2405
9822-OAOVB,1,United States,California,Santa Maria,93455,"34.818227, -120.418784",34.818227,-120.418784,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45,55.45,No,0,45,5286,Attitude of support person,0.5908275241899559,1,Medium,2,New High-Risk,-1.5644930293561288,-3.420846243837056,Standard,3123.114292868107,3123.114292868107,0.9297174499503053,Critical,496
5981-ITEMU,1,United States,California,Marshall,94940,"38.129308, -122.834815",38.129308,-122.834815,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,Yes,1,67,3099,Competitor offered more data,0.5907934822430504,1,Medium,2,New High-Risk,-2.54340506387638,0.2413297824149925,Standard,1830.869001471213,1830.869001471213,0.7617492545790147,High,1679
7952-OBOYL,1,United States,California,Upland,91786,"34.105493, -117.660934",34.105493,-117.660934,Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,No,0,53,4096,Attitude of support person,0.5907474969510398,1,Medium,2,New High-Risk,-1.359822747058556,-1.644714910058117,Standard,2419.701747511459,2419.701747511459,0.8556013062615363,High,1018
0581-BXBUB,1,United States,California,Penn Valley,95946,"39.203817, -121.19584",39.203817,-121.19584,Female,Yes,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,0,50,4503,Attitude of support person,0.5905903785172326,1,Medium,2,New High-Risk,-1.7153350993271657,-3.398284540570563,Standard,2659.4284744630986,2659.4284744630986,0.8848502058781769,High,812
